CET,MeanTemperatureC,MeanDewPointC, MeanHumidity, MeanSeaLevelPressure, MeanWindSpeed,Precipitation, Events,WindDir
9/9/2010,19,7,44,1022,6,0,,335
9/10/2010,21,5,38,1022,6,0,,358
9/11/2010,22,5,36,1017,6,0,,36
9/12/2010,24,7,36,1019,5,0,,23
9/13/2010,24,9,39,1024,8,0,,6
9/14/2010,24,1,23,1024,6,0,,91
9/15/2010,24,6,32,1021,5,0,,212
9/16/2010,24,13,56,1016,8,0,Rain,203
9/17/2010,20,15,80,1012,8,0,Rain-Thunderstorm,2
9/18/2010,19,13,71,1015,6,0,Rain,14
9/19/2010,19,12,66,1017,6,0,,32
9/20/2010,17,13,74,1017,6,0,,98
9/21/2010,19,12,68,1019,3,0,,177
9/22/2010,20,11,60,1020,6,0,,199
9/23/2010,20,12,59,1017,8,0,,287
9/24/2010,20,8,47,1014,18,0,,295
9/25/2010,17,6,46,1013,13,0,,10
9/26/2010,16,4,50,1013,8,0,,82
9/27/2010,16,3,45,1014,5,0,,65
9/28/2010,17,4,43,1017,5,0,,346
9/29/2010,18,4,45,1020,5,0,,227
9/30/2010,18,5,44,1018,8,0,,259
10/1/2010,18,6,48,1015,6,0,,244
10/2/2010,18,4,45,1014,8,0,,241
10/3/2010,16,8,59,1009,14,0,Rain,189
10/4/2010,17,8,62,1009,19,0,Rain,259
10/5/2010,14,6,61,1014,5,0,,197
10/6/2010,16,7,59,1012,5,0,,346
10/7/2010,19,11,58,1013,8,0,Rain-Thunderstorm,233
10/8/2010,20,13,71,1013,8,0,Rain,172
10/9/2010,17,14,86,1010,11,0,Rain,163
10/10/2010,14,11,85,1004,5,0,Fog,173
10/11/2010,13,10,81,1001,5,0,,154
10/12/2010,14,11,77,1005,8,0,,15
10/13/2010,16,10,71,1010,5,0,,279
10/14/2010,16,7,63,1013,3,0,,24
10/15/2010,13,4,57,1013,5,0,,84
10/16/2010,12,4,62,1013,5,0,,4
10/17/2010,12,3,58,1017,10,0,,21
10/18/2010,10,-1,52,1021,6,0,,346
10/19/2010,11,0,53,1018,5,0,,328
10/20/2010,12,1,53,1017,5,0,,357
10/21/2010,13,3,56,1021,5,0,,355
10/22/2010,12,4,64,1021,5,0,,348
10/23/2010,13,6,62,1018,5,0,,317
10/24/2010,13,6,64,1016,6,0,,302
10/25/2010,13,3,48,1020,16,0,,357
10/26/2010,11,-5,44,1025,6,0,,313
10/27/2010,11,-6,37,1026,5,0,,305
10/28/2010,13,-2,39,1023,5,0,,335
10/29/2010,13,4,58,1014,13,0,Rain,270
10/30/2010,11,9,89,1009,19,0,Rain,213
10/31/2010,12,8,76,1001,18,0,Rain,240
11/1/2010,16,6,59,1014,21,0,,335
11/2/2010,14,6,57,1021,16,0,,354
11/3/2010,13,7,71,1025,3,0,,333
11/4/2010,16,8,69,1029,5,0,,346
11/5/2010,14,8,74,1028,3,0,,347
11/6/2010,12,8,78,1024,5,0,,322
11/7/2010,11,7,79,1012,5,0,Fog,349
11/8/2010,9,5,70,999,18,0,Rain,243
11/9/2010,12,5,65,992,29,0,Rain,261
11/10/2010,10,3,59,1006,23,0,,265
11/11/2010,8,3,69,1021,6,0,,194
11/12/2010,9,6,86,1023,6,0,,52
11/13/2010,8,7,87,1016,5,0,Fog,225
11/14/2010,9,8,89,1009,8,0,Rain,184
11/15/2010,8,2,60,1018,21,0,,285
11/16/2010,7,2,70,1023,10,0,,193
11/17/2010,9,5,80,1013,10,0,Rain,226
11/18/2010,8,2,65,1016,13,0,,267
11/19/2010,7,4,81,1017,6,0,Rain,221
11/20/2010,11,4,70,1011,14,0,Rain,234
11/21/2010,9,3,67,1007,21,0,,256
11/22/2010,8,3,68,1009,11,0,,270
11/23/2010,6,2,78,1012,3,0,,40
11/24/2010,7,2,74,1013,3,0,,3
11/25/2010,4,-1,73,1012,6,0,,343
11/26/2010,4,-3,62,1010,6,0,,41
11/27/2010,2,-2,75,1002,6,0,,348
11/28/2010,3,-4,69,1003,8,0,,326
11/29/2010,0,-2,87,1003,6,0,Rain-Snow,355
11/30/2010,4,4,94,997,5,0,Rain,342
12/1/2010,4,3,84,1003,16,0,,230
12/2/2010,3,-2,68,1009,13,0,,247
12/3/2010,3,-4,64,1016,16,0,,316
12/4/2010,0,-4,74,1020,5,0,,350
12/5/2010,4,1,78,1013,5,0,Rain,354
12/6/2010,12,11,92,1004,13,0,Fog-Rain,202
12/7/2010,12,11,90,1003,16,0,Rain,174
12/8/2010,12,11,88,1009,16,0,Rain,177
12/9/2010,12,11,95,1020,3,0,Rain,355
12/10/2010,12,7,75,1027,8,0,,348
12/11/2010,9,8,94,1024,3,0,Fog,60
12/12/2010,8,6,95,1016,2,0,Fog,330
12/13/2010,11,8,89,1013,3,0,Fog,145
12/14/2010,10,4,73,1019,3,0,,32
12/15/2010,3,-6,52,1025,14,0,,24
12/16/2010,1,-8,55,1022,5,0,,31
12/17/2010,0,-6,73,1009,5,0,,91
12/18/2010,1,-3,76,1001,3,0,Rain,345
12/19/2010,8,6,90,1002,10,0,Rain,305
12/20/2010,7,4,86,1011,8,0,Rain,197
12/21/2010,8,8,95,999,10,0,Rain,309
12/22/2010,10,9,92,993,14,0,Rain,162
12/23/2010,7,4,81,999,10,0,Rain,302
12/24/2010,3,-3,63,1013,11,0,,323
12/25/2010,3,-3,68,1017,5,0,,354
12/26/2010,1,-7,65,1020,5,0,,354
12/27/2010,2,-5,70,1021,5,0,,2
12/28/2010,4,-1,76,1020,3,0,,354
12/29/2010,8,3,80,1017,5,0,,351
12/30/2010,4,4,91,1014,5,0,Rain,350
12/31/2010,8,8,96,1017,3,0,Fog-Rain,352
1/1/2011,8,6,87,1019,5,0,Fog,324
1/2/2011,9,6,84,1019,5,0,Fog,27
1/3/2011,4,2,87,1019,3,0,,145
1/4/2011,7,6,93,1019,6,0,Rain,176
1/5/2011,8,7,90,1015,10,0,Rain,182
1/6/2011,12,10,88,1013,13,0,Rain,181
1/7/2011,11,8,82,1015,16,0,Rain,178
1/8/2011,10,8,88,1016,13,0,Rain,179
1/9/2011,9,7,92,1017,8,0,Rain,195
1/10/2011,7,6,92,1021,5,0,Fog-Rain,190
1/11/2011,11,8,79,1023,14,0,,250
1/12/2011,10,7,85,1028,3,0,Fog,13
1/13/2011,7,6,94,1026,3,0,Fog,29
1/14/2011,8,4,87,1024,5,0,Fog,345
1/15/2011,8,4,83,1027,5,0,Fog,342
1/16/2011,7,3,84,1027,5,0,,330
1/17/2011,3,4,98,1029,3,0,Fog,22
1/18/2011,7,6,93,1026,3,0,Fog,341
1/19/2011,7,5,89,1022,2,0,,188
1/20/2011,7,3,79,1021,5,0,,11
1/21/2011,3,-12,34,1024,14,0,,59
1/22/2011,1,-13,38,1020,10,0,,50
1/23/2011,0,-11,48,1018,8,0,,40
1/24/2011,1,-9,54,1019,5,0,,353
1/25/2011,1,-7,63,1017,5,0,,348
1/26/2011,1,-4,75,1008,5,0,,1
1/27/2011,2,2,92,1001,6,0,Rain,5
1/28/2011,7,4,89,1004,11,0,Rain,174
1/29/2011,6,2,84,1008,8,0,Fog,236
1/30/2011,3,2,90,1011,3,0,Fog-Rain,11
1/31/2011,4,-2,70,1017,6,0,,20
2/1/2011,3,-3,69,1024,6,0,,357
2/2/2011,6,-3,58,1027,10,0,,346
2/3/2011,6,-2,67,1029,5,0,,341
2/4/2011,7,0,71,1033,3,0,,329
2/5/2011,8,-1,64,1033,5,0,,342
2/6/2011,9,-1,64,1029,5,0,,342
2/7/2011,8,-1,63,1026,5,0,,349
2/8/2011,7,-2,64,1022,5,0,,322
2/9/2011,7,1,73,1022,5,0,,2
2/10/2011,7,1,72,1023,5,0,,333
2/11/2011,7,1,73,1020,6,0,,291
2/12/2011,7,2,74,1020,6,0,,235
2/13/2011,6,3,80,1013,10,0,Rain,211
2/14/2011,7,0,63,1011,21,0,,259
2/15/2011,8,5,90,1003,11,0,Rain,210
2/16/2011,6,3,85,999,21,0,Rain,209
2/17/2011,7,2,72,1000,21,0,Rain,271
2/18/2011,7,2,76,1016,8,0,,193
2/19/2011,8,7,94,1016,8,0,Rain,174
2/20/2011,10,6,83,1017,6,0,Fog,244
2/21/2011,9,3,64,1021,18,0,,272
2/22/2011,13,6,60,1019,23,0,,271
2/23/2011,12,4,62,1023,5,0,,250
2/24/2011,11,4,66,1026,5,0,,358
2/25/2011,11,3,62,1026,5,0,,289
2/26/2011,12,4,62,1024,3,0,,33
2/27/2011,9,-1,52,1024,14,0,,10
2/28/2011,5,-3,55,1022,19,0,Rain,353
3/1/2011,6,-3,56,1022,19,0,,2
3/2/2011,6,-2,60,1020,18,0,,4
3/3/2011,3,-2,73,1019,6,0,,17
3/4/2011,3,2,92,1016,8,0,Rain-Snow-Thunderstorm,25
3/5/2011,7,2,75,1018,6,0,,72
3/6/2011,7,1,73,1018,5,0,,356
3/7/2011,10,2,60,1018,8,0,,58
3/8/2011,9,2,62,1019,8,0,Rain,86
3/9/2011,11,4,68,1020,6,0,,142
3/10/2011,9,2,64,1022,5,0,,137
3/11/2011,7,4,84,1014,6,0,Rain,20
3/12/2011,10,7,83,1003,8,0,Rain,301
3/13/2011,9,7,81,1003,10,0,Rain,186
3/14/2011,10,8,83,1001,11,0,Rain,129
3/15/2011,10,6,77,1003,14,0,,228
3/16/2011,10,2,61,1008,19,0,Rain,274
3/17/2011,11,4,64,1018,11,0,,350
3/18/2011,11,3,64,1025,6,0,,139
3/19/2011,12,3,57,1025,3,0,,338
3/20/2011,11,-1,49,1022,5,0,,360
3/21/2011,10,3,60,1023,6,0,,129
3/22/2011,10,1,55,1025,8,0,,117
3/23/2011,9,3,68,1024,11,0,Rain,70
3/24/2011,10,7,83,1025,10,0,Rain,64
3/25/2011,12,8,80,1022,8,0,Rain,27
3/26/2011,13,9,77,1016,10,0,Rain,239
3/27/2011,10,8,82,1015,18,0,Rain,247
3/28/2011,10,5,68,1019,13,0,Rain,256
3/29/2011,12,6,67,1019,10,0,,269
3/30/2011,16,7,61,1023,13,0,,282
3/31/2011,13,7,68,1027,3,0,,324
4/1/2011,16,8,65,1024,6,0,,326
4/2/2011,14,8,65,1017,6,0,,345
4/3/2011,14,11,82,1014,8,0,Rain,167
4/4/2011,16,11,77,1021,5,0,,359
4/5/2011,17,9,67,1024,5,0,,16
4/6/2011,18,8,60,1025,6,0,,47
4/7/2011,19,8,57,1026,6,0,,352
4/8/2011,19,7,55,1024,6,0,,308
4/9/2011,19,7,55,1021,8,0,,289
4/10/2011,17,9,61,1021,8,0,,44
4/11/2011,16,7,55,1023,11,0,,35
4/12/2011,17,5,50,1025,11,0,,16
4/13/2011,17,5,51,1020,6,0,,249
4/14/2011,17,5,50,1012,8,0,,322
4/15/2011,16,1,36,1011,10,0,,34
4/16/2011,15,6,57,1015,10,0,,95
4/17/2011,14,4,55,1017,8,0,,134
4/18/2011,14,3,46,1016,11,0,,139
4/19/2011,16,7,57,1011,11,0,Rain,167
4/20/2011,17,12,78,1010,11,0,Rain-Thunderstorm,147
4/21/2011,16,11,82,1009,8,0,Rain,129
4/22/2011,11,9,87,1006,11,0,Rain,155
4/23/2011,13,9,83,1008,5,0,Rain,59
4/24/2011,14,8,70,1013,8,0,Rain,25
4/25/2011,16,9,66,1016,13,0,Rain,15
4/26/2011,16,8,63,1016,11,0,,12
4/27/2011,16,6,56,1015,8,0,,357
4/28/2011,16,7,55,1010,8,0,,324
4/29/2011,15,8,67,1004,11,0,,40
4/30/2011,13,10,79,1002,10,0,Rain,162
5/1/2011,16,9,71,1003,11,0,,161
5/2/2011,17,11,75,1002,8,0,Rain,2
5/3/2011,17,10,67,1011,8,0,Rain,283
5/4/2011,17,7,56,1017,6,0,,217
5/5/2011,16,7,58,1017,6,0,,292
5/6/2011,18,11,63,1014,13,0,,138
5/7/2011,14,11,76,1013,14,0,Rain-Thunderstorm,174
5/8/2011,14,8,65,1019,11,0,,189
5/9/2011,18,9,64,1021,5,0,,357
5/10/2011,18,10,60,1024,5,0,,131
5/11/2011,19,9,56,1022,5,0,,125
5/12/2011,19,11,59,1019,6,0,Rain,37
5/13/2011,20,11,60,1018,5,0,Rain,154
5/14/2011,20,12,70,1019,10,0,Rain-Thunderstorm,13
5/15/2011,14,3,51,1024,14,0,,53
5/16/2011,17,6,53,1024,8,0,,70
5/17/2011,18,9,61,1021,6,0,,59
5/18/2011,19,8,55,1015,10,0,,111
5/19/2011,16,10,72,1016,11,0,Rain,105
5/20/2011,17,8,60,1019,5,0,,15
5/21/2011,19,8,49,1020,6,0,,30
5/22/2011,21,10,53,1021,6,0,,3
5/23/2011,21,10,52,1024,6,0,,356
5/24/2011,22,9,45,1024,6,0,,40
5/25/2011,23,7,38,1022,5,0,,172
5/26/2011,23,9,43,1019,10,0,Rain,275
5/27/2011,20,14,78,1018,8,0,Rain-Thunderstorm,49
5/28/2011,20,13,72,1017,5,0,Fog-Rain,50
5/29/2011,22,13,58,1016,11,0,Rain-Thunderstorm,228
5/30/2011,19,15,83,1015,11,0,Rain-Thunderstorm,107
5/31/2011,19,12,67,1019,10,0,,41
6/1/2011,16,3,46,1024,19,0,,49
6/2/2011,16,4,48,1021,16,0,,45
6/3/2011,17,6,51,1019,10,0,,31
6/4/2011,18,8,54,1015,6,0,,15
6/5/2011,19,10,58,1009,8,0,Rain-Thunderstorm,341
6/6/2011,17,14,88,1008,10,0,Rain-Thunderstorm,99
6/7/2011,16,13,89,1008,5,0,Rain-Thunderstorm,72
6/8/2011,17,9,61,1014,8,0,,300
6/9/2011,17,7,54,1016,11,0,,261
6/10/2011,18,8,53,1017,5,0,,292
6/11/2011,20,8,50,1019,8,0,,324
6/12/2011,22,8,44,1019,10,0,,266
6/13/2011,24,7,37,1017,8,0,,293
6/14/2011,22,7,38,1019,8,0,,283
6/15/2011,24,8,38,1019,8,0,,312
6/16/2011,23,9,40,1017,8,0,,232
6/17/2011,22,8,40,1015,10,0,,275
6/18/2011,23,6,38,1016,10,0,,301
6/19/2011,22,4,32,1019,6,0,,4
6/20/2011,26,9,39,1019,8,0,,255
6/21/2011,27,9,34,1017,8,0,,249
6/22/2011,26,6,29,1017,11,0,,255
6/23/2011,24,4,28,1018,8,0,,276
6/24/2011,24,9,39,1021,10,0,,29
6/25/2011,27,9,33,1022,6,0,,31
6/26/2011,29,11,32,1020,6,0,,114
6/27/2011,30,9,29,1018,11,0,,176
6/28/2011,28,8,30,1016,10,0,,234
6/29/2011,27,11,38,1017,11,0,,20
6/30/2011,26,8,37,1018,11,0,,343
7/1/2011,27,8,33,1019,11,0,,269
7/2/2011,27,7,30,1014,8,0,,292
7/3/2011,26,4,28,1009,11,0,,257
7/4/2011,24,9,37,1014,6,0,,359
7/5/2011,26,7,30,1017,11,0,,266
7/6/2011,26,6,28,1014,11,0,,235
7/7/2011,23,3,27,1012,13,0,,271
7/8/2011,22,3,29,1015,6,0,,275
7/9/2011,24,7,34,1016,10,0,,252
7/10/2011,24,5,28,1016,11,0,,234
7/11/2011,26,3,23,1013,8,0,,295
7/12/2011,23,7,32,1012,13,0,,270
7/13/2011,20,7,44,1018,19,0,,8
7/14/2011,21,4,37,1020,10,0,,17
7/15/2011,24,6,32,1020,8,0,,315
7/16/2011,26,5,27,1016,10,0,,265
7/17/2011,26,8,33,1011,14,0,,281
7/18/2011,22,4,33,1012,11,0,,306
7/19/2011,24,7,35,1013,23,0,,326
7/20/2011,23,4,32,1016,8,0,,338
7/21/2011,26,4,28,1012,6,0,,355
7/22/2011,23,9,41,1012,16,0,,11
7/23/2011,23,6,33,1015,16,0,,360
7/24/2011,22,5,32,1017,10,0,,27
7/25/2011,24,9,38,1017,5,0,,353
7/26/2011,27,10,37,1014,8,0,,342
7/27/2011,26,7,35,1016,14,0,,37
7/28/2011,26,11,39,1018,10,0,,312
7/29/2011,27,8,31,1017,10,0,Rain,308
7/30/2011,28,8,29,1015,10,0,,328
7/31/2011,27,8,30,1014,13,0,,21
8/1/2011,27,9,33,1010,10,0,Rain-Thunderstorm,119
8/2/2011,23,12,48,1014,18,0,Rain-Thunderstorm,215
8/3/2011,23,10,44,1020,6,0,,321
8/4/2011,26,8,32,1019,6,0,,302
8/5/2011,27,8,31,1015,10,0,,216
8/6/2011,24,9,33,1012,13,0,,243
8/7/2011,27,12,41,1012,16,0,,240
8/8/2011,27,6,29,1017,8,0,,37
8/9/2011,26,4,29,1022,13,0,,32
8/10/2011,26,8,34,1021,8,0,,141
8/11/2011,29,13,40,1018,11,0,,170
8/12/2011,28,11,36,1015,8,0,Rain-Thunderstorm,260
8/13/2011,26,14,57,1014,18,0,Rain-Thunderstorm,271
8/14/2011,27,11,42,1013,10,0,,223
8/15/2011,27,8,33,1016,6,0,,228
8/16/2011,28,9,34,1017,6,0,,255
8/17/2011,27,8,32,1014,10,0,,286
8/18/2011,27,11,40,1013,10,0,Rain,70
8/19/2011,28,11,36,1018,10,0,,70
8/20/2011,31,9,30,1020,10,0,,156
8/21/2011,29,11,35,1018,10,0,Rain-Thunderstorm,347
8/22/2011,24,13,52,1017,11,0,Rain-Thunderstorm,232
8/23/2011,23,11,44,1016,8,0,,245
8/24/2011,24,8,36,1016,10,0,,214
8/25/2011,23,7,34,1014,11,0,,277
8/26/2011,22,6,36,1014,19,0,,267
8/27/2011,19,0,30,1020,6,0,,1
8/28/2011,23,2,28,1019,10,0,,293
8/29/2011,23,2,26,1016,10,0,,275
8/30/2011,22,-1,22,1014,8,0,,283
8/31/2011,23,10,45,1011,11,0,,197
9/1/2011,23,12,51,1012,8,0,,178
9/2/2011,21,9,48,1014,11,0,,213
9/3/2011,19,12,68,1014,6,0,Rain,134
9/4/2011,20,11,58,1016,10,0,,247
9/5/2011,21,7,42,1022,6,0,,92
9/6/2011,22,7,39,1026,6,0,,289
9/7/2011,23,4,32,1024,6,0,,306
9/8/2011,24,1,24,1019,6,0,,281
9/9/2011,24,2,25,1015,6,0,,306
9/10/2011,24,4,28,1014,8,0,,292
9/11/2011,21,7,39,1019,8,0,,256
9/12/2011,23,5,36,1020,6,0,,348
9/13/2011,24,6,33,1017,6,0,,358
9/14/2011,26,8,36,1016,8,0,,109
9/15/2011,24,7,36,1016,10,0,,119
9/16/2011,24,8,37,1017,8,0,,283
9/17/2011,23,9,40,1016,8,0,,269
9/18/2011,21,4,34,1015,11,0,,14
9/19/2011,17,2,39,1022,8,0,,39
9/20/2011,20,2,34,1021,6,0,,343
9/21/2011,21,4,34,1020,6,0,,292
9/22/2011,21,6,38,1019,6,0,,278
9/23/2011,22,7,39,1016,8,0,,273
9/24/2011,20,4,37,1015,10,0,,235
9/25/2011,23,2,23,1020,6,0,,162
9/26/2011,20,3,38,1022,6,0,,345
9/27/2011,21,6,38,1025,6,0,,345
9/28/2011,19,4,38,1025,5,0,,26
9/29/2011,19,5,40,1023,6,0,,23
9/30/2011,20,8,46,1023,8,0,,119
10/1/2011,19,8,51,1023,8,0,,116
10/2/2011,18,8,53,1026,8,0,,8
10/3/2011,19,3,39,1026,6,0,,336
10/4/2011,20,-1,27,1026,6,0,,327
10/5/2011,20,0,29,1024,5,0,,335
10/6/2011,21,2,33,1023,5,0,,327
10/7/2011,18,6,46,1023,11,0,,30
10/8/2011,16,3,46,1025,11,0,,21
10/9/2011,17,4,47,1025,10,0,,30
10/10/2011,19,4,42,1027,5,0,,341
10/11/2011,20,1,36,1026,5,0,,334
10/12/2011,21,1,32,1024,6,0,,328
10/13/2011,21,-1,28,1021,6,0,,338
10/14/2011,19,-3,25,1020,5,0,,339
10/15/2011,17,3,38,1022,5,0,,360
10/16/2011,18,6,52,1023,5,0,,360
10/17/2011,16,6,52,1023,6,0,,357
10/18/2011,16,4,54,1021,5,0,,346
10/19/2011,16,3,48,1020,6,0,,352
10/20/2011,14,1,46,1023,14,0,,50
10/21/2011,11,2,53,1020,8,0,,349
10/22/2011,14,4,55,1017,5,0,,337
10/23/2011,14,8,68,1013,10,0,Rain,212
10/24/2011,14,10,78,1002,18,0,Rain,196
10/25/2011,11,4,64,1008,16,0,,231
10/26/2011,11,7,73,1012,11,0,,175
10/27/2011,12,11,90,1007,19,0,Rain-Hail-Thunderstorm,158
10/28/2011,13,8,74,1019,8,0,,25
10/29/2011,13,8,73,1023,8,0,,4
10/30/2011,14,9,74,1023,6,0,,291
10/31/2011,14,10,75,1019,6,0,,275
11/1/2011,16,11,78,1016,6,0,,180
11/2/2011,14,11,79,1010,10,0,Rain,153
11/3/2011,12,10,85,1002,21,0,Rain,196
11/4/2011,11,9,92,998,6,0,Rain,161
11/5/2011,10,6,77,1006,6,0,Rain,302
11/6/2011,11,4,62,1015,16,0,Rain,356
11/7/2011,11,8,82,1016,5,0,Rain,167
11/8/2011,10,6,76,1017,5,0,Fog,200
11/9/2011,9,7,83,1020,3,0,Rain,351
11/10/2011,13,11,89,1018,5,0,Fog-Rain,331
11/11/2011,15,11,83,1017,3,0,,223
11/12/2011,14,9,74,1021,8,0,,69
11/13/2011,13,9,74,1022,8,0,,71
11/14/2011,12,9,82,1016,10,0,Rain,124
11/15/2011,9,7,90,1014,5,0,Fog-Rain,185
11/16/2011,9,7,86,1019,5,0,,136
11/17/2011,9,7,85,1023,3,0,,349
11/18/2011,10,8,86,1019,6,0,Rain,133
11/19/2011,12,8,83,1012,11,0,Rain,132
11/20/2011,11,11,94,1011,6,0,Rain,14
11/21/2011,13,9,83,1012,6,0,Rain,312
11/22/2011,11,9,90,1014,3,0,Rain,340
11/23/2011,13,8,73,1023,10,0,Rain,22
11/24/2011,10,6,78,1027,8,0,,336
11/25/2011,9,4,76,1030,5,0,,335
11/26/2011,9,3,75,1030,6,0,,348
11/27/2011,7,3,80,1026,5,0,,5
11/28/2011,7,3,83,1024,3,0,,348
11/29/2011,7,3,86,1025,5,0,,356
11/30/2011,7,3,85,1028,5,0,,349
12/1/2011,7,4,85,1026,6,0,,214
12/2/2011,8,3,73,1019,11,0,Rain,329
12/3/2011,6,2,80,1025,5,0,,3
12/4/2011,4,2,85,1024,3,0,,13
12/5/2011,7,3,84,1023,3,0,Fog,306
12/6/2011,9,5,76,1025,8,0,,161
12/7/2011,6,3,93,1030,3,0,Fog,153
12/8/2011,7,3,88,1029,3,0,Fog,13
12/9/2011,5,3,91,1023,5,0,Fog,45
12/10/2011,4,4,99,1020,3,0,Fog-Rain,166
12/11/2011,6,4,89,1019,5,0,,185
12/12/2011,7,6,91,1024,6,0,,183
12/13/2011,8,6,85,1023,14,0,,210
12/14/2011,11,7,79,1021,16,0,,223
12/15/2011,9,2,66,1028,14,0,,232
12/16/2011,9,6,80,1021,23,0,Rain,237
12/17/2011,6,-1,63,1022,8,0,,293
12/18/2011,3,-2,69,1023,10,0,,1
12/19/2011,3,-2,73,1027,5,0,,115
12/20/2011,3,-1,78,1029,5,0,,107
12/21/2011,8,3,78,1029,5,0,,1
12/22/2011,7,2,82,1029,3,0,,347
12/23/2011,6,0,79,1027,5,0,,353
12/24/2011,7,-1,62,1031,10,0,,50
12/25/2011,6,-3,63,1032,6,0,,347
12/26/2011,3,-2,72,1033,5,0,,345
12/27/2011,4,-1,78,1033,5,0,,347
12/28/2011,4,-2,73,1033,5,0,,314
12/29/2011,4,-2,65,1033,10,0,,21
12/30/2011,3,-3,70,1033,5,0,,345
12/31/2011,6,-1,71,1031,3,0,,159
1/1/2012,4,1,78,1027,6,0,,71
1/2/2012,8,3,71,1028,16,0,,255
1/3/2012,4,0,78,1033,5,0,,69
1/4/2012,4,0,80,1034,5,0,,23
1/5/2012,6,2,84,1032,3,0,,8
1/6/2012,8,3,78,1029,8,0,,14
1/7/2012,7,2,77,1030,3,0,,308
1/8/2012,7,-3,65,1028,8,0,,345
1/9/2012,6,-3,65,1027,6,0,,343
1/10/2012,3,-2,70,1030,5,0,,346
1/11/2012,4,-2,70,1030,5,0,,356
1/12/2012,3,-2,75,1030,5,0,,351
1/13/2012,4,1,80,1026,3,0,,13
1/14/2012,3,0,87,1021,5,0,,343
1/15/2012,0,0,94,1018,2,0,Fog,5
1/16/2012,3,3,90,1013,8,0,Rain,8
1/17/2012,6,0,72,1026,8,0,,9
1/18/2012,4,-1,78,1033,5,0,,337
1/19/2012,7,2,81,1036,5,0,,320
1/20/2012,8,3,80,1033,6,0,,351
1/21/2012,8,3,73,1030,6,0,,341
1/22/2012,7,2,78,1024,5,0,,354
1/23/2012,7,1,74,1020,6,0,,351
1/24/2012,8,-1,67,1023,10,0,,351
1/25/2012,6,0,74,1020,5,0,,342
1/26/2012,3,1,85,1017,5,0,,18
1/27/2012,6,2,79,1019,8,0,,30
1/28/2012,6,-2,63,1025,13,0,,356
1/29/2012,6,-5,49,1024,23,0,,359
1/30/2012,3,-5,58,1023,8,0,,231
1/31/2012,4,-3,66,1021,5,0,,186
2/1/2012,3,-1,74,1014,5,0,Rain,18
2/2/2012,2,-8,53,1013,24,0,Rain,7
2/3/2012,1,-12,42,1023,27,0,,360
2/4/2012,1,-9,48,1030,26,0,,360
2/5/2012,4,-3,58,1028,19,0,,335
2/6/2012,9,-1,54,1027,21,0,,342
2/7/2012,4,-1,62,1024,14,0,,16
2/8/2012,1,-9,49,1023,23,0,,11
2/9/2012,2,-7,61,1026,6,0,,332
2/10/2012,2,-7,60,1022,8,0,,22
2/11/2012,0,-12,46,1021,8,0,,26
2/12/2012,-1,-12,45,1022,16,0,,360
2/13/2012,2,-7,51,1026,19,0,,8
2/14/2012,4,-3,62,1021,10,0,,354
2/15/2012,3,-3,61,1025,11,0,,23
2/16/2012,4,-3,59,1023,13,0,,54
2/17/2012,6,-4,58,1023,8,0,,334
2/18/2012,4,-4,56,1022,6,0,,295
2/19/2012,4,-3,60,1022,8,0,,349
2/20/2012,4,-9,42,1026,10,0,,22
2/21/2012,3,-12,39,1026,5,0,,344
2/22/2012,4,-13,35,1027,6,0,,340
2/23/2012,6,-13,31,1028,6,0,,345
2/24/2012,8,-11,35,1027,6,0,,323
2/25/2012,8,-8,35,1024,6,0,,259
2/26/2012,12,-2,42,1021,5,0,,344
2/27/2012,10,-2,46,1021,6,0,,1
2/28/2012,10,-1,52,1021,5,0,,316
2/29/2012,11,1,51,1022,5,0,,290
3/1/2012,11,1,51,1021,6,0,Rain,321
3/2/2012,8,4,71,1024,6,0,,201
3/3/2012,9,4,71,1028,6,0,,212
3/4/2012,10,6,72,1026,10,0,,253
3/5/2012,8,-2,50,1027,10,0,,9
3/6/2012,7,-7,41,1025,10,0,,42
3/7/2012,6,-8,39,1027,8,0,,8
3/8/2012,7,-4,41,1028,13,0,,2
3/9/2012,11,-4,40,1028,11,0,,11
3/10/2012,9,-4,40,1031,6,0,,53
3/11/2012,11,-3,40,1025,6,0,,21
3/12/2012,12,-3,39,1024,6,0,,286
3/13/2012,13,-3,38,1024,6,0,,305
3/14/2012,14,-4,34,1025,6,0,,329
3/15/2012,15,-4,30,1025,6,0,,8
3/16/2012,12,-1,41,1023,8,0,,230
3/17/2012,9,3,61,1023,13,0,,243
3/18/2012,9,-3,45,1024,16,0,,297
3/19/2012,7,-5,43,1028,13,0,,27
3/20/2012,6,-4,46,1026,14,0,,36
3/21/2012,4,2,87,1020,18,0,Rain-Snow,63
3/22/2012,8,3,73,1023,3,0,Fog,159
3/23/2012,10,2,60,1021,6,0,,34
3/24/2012,12,2,53,1021,6,0,,215
3/25/2012,12,1,50,1023,6,0,,254
3/26/2012,12,-2,43,1024,8,0,,101
3/27/2012,11,-1,45,1025,6,0,,34
3/28/2012,12,-1,43,1024,6,0,,56
3/29/2012,12,-3,38,1021,6,0,,46
3/30/2012,13,-3,34,1017,6,0,,22
3/31/2012,13,-1,40,1011,6,0,,268
4/1/2012,14,3,46,1008,5,0,,200
4/2/2012,14,6,62,1007,8,0,Rain,215
4/3/2012,13,8,80,1005,6,0,Rain,104
